name,company,image,for_gender,rating,number_votes,main accords ,sillage,top notes,middle notes,base notes,longevity,,gender_vote,price value,,,,,,,,seasons,main accords old
La Vie est Belle L'Éclat,Lancome,https://fimgs.net/mdimg/perfume/375x500.45892.jpg,for women,3.88,1627,"white floral , citrus , vanilla , powdery , woody , sweet , floral , iris ",moderate,"['Bergamot', 'Mandarin Orange', 'Freesia']","['Orange Blossom', 'White Flowers', 'iris', 'Jasmine Sambac']","['Vanilla', 'Sandalwood', 'Patchouli']","{'very weak': 31, 'weak': 34, 'moderate': 130, 'long lasting': 248, 'eternal': 113}",,"{'female': 100, 'more female': 4, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 5, 'overpriced': 18, 'ok': 54, 'good value': 15, 'great value': 4}",,,,,,,,spring,"{'white floral': 100.0, 'citrus': 69.7324, 'vanilla': 60.169, 'powdery': 57.2047, 'woody': 55.3906, 'sweet': 46.938, 'floral': 45.331, 'iris': 44.723}"
Bad Boy,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.55449.jpg,for men,3.27,742,"amber , warm spicy , woody , cacao , aromatic , fresh spicy , vanilla , sweet , citrus , herbal ",moderate,"['White Pepper', 'Black Pepper', 'Bergamot']","['Sage', 'Cedar']","['Tonka Bean', 'Cacao', 'Amberwood']","{'very weak': 46, 'weak': 52, 'moderate': 157, 'long lasting': 101, 'eternal': 45}",,"{'female': 5, 'more female': 2, 'unisex': 24, 'more male': 42, 'male': 71}","{'way overpriced': 20, 'overpriced': 42, 'ok': 49, 'good value': 16, 'great value': 3}",,,,,,,,fall and winter,"{'amber': 100.0, 'warm spicy': 98.8312, 'woody': 83.7403, 'cacao': 81.6883, 'aromatic': 80.8052, 'fresh spicy': 78.4416, 'vanilla': 73.4546, 'sweet': 65.1688, 'citrus': 58.3117, 'herbal': 47.4156}"
L'Heure Bleue Eau de Parfum,Guerlain,https://fimgs.net/mdimg/perfume/375x500.208.jpg,for women,4.3,4502,"powdery , floral , vanilla , warm spicy , woody , violet , aromatic , iris , soft spicy , sweet ",strong,"['Anise', 'Neroli', 'Coriander', 'Bergamot', 'Lemon']","['Heliotrope', 'Carnation', 'Violet', 'Cloves', 'Neroli', 'Ylang-Ylang', 'Bulgarian Rose', 'Jasmine', 'Orchid', 'Tuberose']","['iris', 'Vanilla', 'Benzoin', 'Sandalwood', 'Tonka Bean', 'Musk', 'Vetiver']","{'very weak': 58, 'weak': 51, 'moderate': 190, 'long lasting': 439, 'eternal': 244}",,"{'female': 43, 'more female': 27, 'unisex': 19, 'more male': 0, 'male': 3}","{'way overpriced': 1, 'overpriced': 7, 'ok': 28, 'good value': 41, 'great value': 7}",,,,,,,,winter,"{'powdery': 100.0, 'floral': 81.2238, 'vanilla': 78.4673, 'warm spicy': 74.7813, 'woody': 62.502, 'violet': 62.4452, 'aromatic': 60.4178, 'iris': 57.4692, 'soft spicy': 53.3882, 'sweet': 52.6866}"
Zahrat Hawai,Al-Rehab,https://fimgs.net/mdimg/perfume/375x500.27973.jpg,for women and men,3.81,212,"fruity , sweet , coconut , tropical , citrus , fresh ",moderate,[],"['Pineapple', 'Piña Colada', 'Citruses', 'Big Strawberry', 'Coconut', 'Exotic floral notes', 'Caramel', 'Woody Notes']",[],"{'very weak': 7, 'weak': 11, 'moderate': 42, 'long lasting': 28, 'eternal': 12}",,"{'female': 8, 'more female': 1, 'unisex': 4, 'more male': 0, 'male': 1}","{'way overpriced': 1, 'overpriced': 1, 'ok': 0, 'good value': 4, 'great value': 6}",,,,,,,,summer,"{'fruity': 100.0, 'sweet': 96.7939, 'coconut': 69.6814, 'tropical': 52.1872, 'citrus': 51.8387, 'fresh': 51.3043}"
Glow,Jennifer Lopez,https://fimgs.net/mdimg/perfume/375x500.869.jpg,for women,3.62,4066,"white floral , citrus , musky , powdery , rose , floral , animalic ",moderate,"['Neroli', 'Orange Blossom', 'Grapefruit']","['Jasmine', 'Rose', 'Tuberose']","['Musk', 'Sandalwood', 'Orris Root', 'Vanilla', 'Amber']","{'very weak': 54, 'weak': 81, 'moderate': 279, 'long lasting': 330, 'eternal': 131}",,"{'female': 64, 'more female': 9, 'unisex': 2, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 3, 'ok': 11, 'good value': 20, 'great value': 34}",,,,,,,,spring and summer,"{'white floral': 100.0, 'citrus': 69.5168, 'musky': 61.468, 'powdery': 60.242, 'rose': 53.439, 'floral': 48.2111, 'animalic': 45.0535}"
Whispers in the Library,Maison Martin Margiela,https://fimgs.net/mdimg/perfume/375x500.53537.jpg,for women and men,4.2,764,"woody , vanilla , fresh spicy , powdery ",moderate,[],"['Vanilla', 'Woody Notes', 'Pepper', 'Cedar']",[],"{'very weak': 23, 'weak': 44, 'moderate': 153, 'long lasting': 53, 'eternal': 19}",,"{'female': 6, 'more female': 20, 'unisex': 97, 'more male': 11, 'male': 2}","{'way overpriced': 4, 'overpriced': 40, 'ok': 56, 'good value': 3, 'great value': 0}",,,,,,,,fall and winter,"{'woody': 100.0, 'vanilla': 80.9415, 'fresh spicy': 61.1705, 'powdery': 50.2341}"
Coco Mademoiselle,Chanel,https://fimgs.net/mdimg/perfume/375x500.611.jpg,for women,4.15,21114,"citrus , woody , patchouli , sweet , white floral , rose , earthy , vanilla , yellow floral , warm spicy ",moderate,"['Orange', 'Mandarin Orange', 'Bergamot', 'Orange Blossom']","['Turkish Rose', 'Jasmine', 'Mimosa', 'Ylang-Ylang']","['Patchouli', 'White Musk', 'Vanilla', 'Vetiver', 'Tonka Bean', 'Opoponax']","{'very weak': 196, 'weak': 266, 'moderate': 948, 'long lasting': 2028, 'eternal': 2271}",,"{'female': 479, 'more female': 77, 'unisex': 31, 'more male': 2, 'male': 3}","{'way overpriced': 74, 'overpriced': 196, 'ok': 215, 'good value': 46, 'great value': 13}",,,,,,,,winter,"{'citrus': 100.0, 'woody': 63.1113, 'patchouli': 62.3942, 'sweet': 62.1819, 'white floral': 58.7302, 'rose': 53.6634, 'earthy': 49.1042, 'vanilla': 48.9538, 'yellow floral': 48.2293, 'warm spicy': 48.1444}"
Boss Soul,Hugo Boss,https://fimgs.net/mdimg/perfume/375x500.384.jpg,for men,3.91,717,"warm spicy , aromatic , fresh spicy , vanilla , citrus , amber , cinnamon , soft spicy , sweet , powdery ",moderate,"['Cardamom', 'Pepper', 'Anise', 'Mandarin Orange', 'Bergamot']","['Cinnamon', 'Nutmeg', 'Lavender', 'Coriander']","['Vanilla', 'Tonka Bean', 'Amber', 'Vetiver', 'Musk']","{'very weak': 18, 'weak': 35, 'moderate': 116, 'long lasting': 43, 'eternal': 15}",,"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 4, 'male': 8}","{'way overpriced': 2, 'overpriced': 0, 'ok': 5, 'good value': 2, 'great value': 4}",,,,,,,,fall,"{'warm spicy': 100.0, 'aromatic': 89.2407, 'fresh spicy': 89.1893, 'vanilla': 65.8987, 'citrus': 58.2465, 'amber': 57.2194, 'cinnamon': 56.9626, 'soft spicy': 54.9211, 'sweet': 51.6985, 'powdery': 49.2975}"
Light Blue pour Homme,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.1068.jpg,for men,3.9,3457,"citrus , fresh spicy , aromatic , woody , warm spicy ",moderate,"['Grapefruit', 'Bergamot', 'Sicilian Mandarin', 'Juniper']","['Pepper', 'Rosemary', 'Brazilian Rosewood']","['Incense', 'Musk', 'Oakmoss']","{'very weak': 95, 'weak': 147, 'moderate': 670, 'long lasting': 232, 'eternal': 46}",,"{'female': 0, 'more female': 1, 'unisex': 16, 'more male': 38, 'male': 73}","{'way overpriced': 4, 'overpriced': 19, 'ok': 58, 'good value': 26, 'great value': 8}",,,,,,,,summer,"{'citrus': 100.0, 'fresh spicy': 95.7757, 'aromatic': 74.1402, 'woody': 60.9439, 'warm spicy': 44.6869}"
Libre,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.56077.jpg,for women,3.77,3595,"white floral , citrus , lavender , vanilla , aromatic , sweet , animalic , woody , fruity , powdery ",moderate,"['Lavender', 'Mandarin Orange', 'Black Currant', 'Petitgrain']","['Lavender', 'Orange Blossom', 'Jasmine']","['Madagascar Vanilla', 'Ambergris', 'Musk', 'Cedar']","{'very weak': 118, 'weak': 118, 'moderate': 386, 'long lasting': 569, 'eternal': 249}",,"{'female': 311, 'more female': 151, 'unisex': 107, 'more male': 12, 'male': 5}","{'way overpriced': 25, 'overpriced': 112, 'ok': 263, 'good value': 55, 'great value': 14}",,,,,,,,spring and summer,"{'white floral': 100.0, 'citrus': 84.5584, 'lavender': 73.6233, 'vanilla': 67.3469, 'aromatic': 58.8756, 'sweet': 56.133, 'animalic': 54.1449, 'woody': 52.8506, 'fruity': 52.5017, 'powdery': 52.0495}"
Soleil Blanc,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.34893.jpg,for women and men,4.17,1965,"coconut , white floral , sweet , amber , tuberose , yellow floral , vanilla , woody , warm spicy , nutty ",moderate,"['Pistachio', 'Bergamot', 'Cardamom', 'Pink Pepper']","['Tuberose', 'Ylang-Ylang', 'Jasmine']","['Coconut', 'Amber', 'Tonka Bean', 'Benzoin']","{'very weak': 66, 'weak': 78, 'moderate': 192, 'long lasting': 166, 'eternal': 113}",,"{'female': 53, 'more female': 40, 'unisex': 42, 'more male': 3, 'male': 0}","{'way overpriced': 32, 'overpriced': 53, 'ok': 24, 'good value': 6, 'great value': 3}",,,,,,,,summer,"{'coconut': 100.0, 'white floral': 96.7936, 'sweet': 92.3339, 'amber': 81.9355, 'tuberose': 80.4677, 'yellow floral': 79.4516, 'vanilla': 71.1532, 'woody': 69.2113, 'warm spicy': 65.6549, 'nutty': 57.6387}"
Secret de Rochas Rose Intense,Rochas,https://fimgs.net/mdimg/perfume/375x500.32282.jpg,for women,4.01,151,"fruity , rose , sweet , floral , tropical , patchouli , earthy , musky , woody , powdery ",moderate,"['May Rose', 'Passionfruit', 'Peach']","['Red Rose', 'Green Leaves', 'Osmanthus']","['Patchouli', 'Musk', 'Moss', 'Amber']","{'very weak': 9, 'weak': 6, 'moderate': 29, 'long lasting': 11, 'eternal': 5}",,"{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 1}",,,,,,,,spring,"{'fruity': 100.0, 'rose': 89.4594, 'sweet': 68.1621, 'floral': 64.8648, 'tropical': 64.4324, 'patchouli': 59.7297, 'earthy': 57.027, 'musky': 57.027, 'woody': 54.3243, 'powdery': 53.8378}"
Jasmin et Cigarette,Etat Libre d'Orange,https://fimgs.net/mdimg/perfume/375x500.4518.jpg,for women,3.78,1467,"white floral , tobacco , sweet , green , fruity , fresh spicy , powdery , musky , herbal ",moderate,[],"['Jasmine', 'Tobacco', 'Apricot', 'Hay', 'Musk', 'Cedar', 'Cumin', 'Tonka Bean', 'Amber']",[],"{'very weak': 28, 'weak': 48, 'moderate': 137, 'long lasting': 74, 'eternal': 34}",,"{'female': 9, 'more female': 16, 'unisex': 32, 'more male': 2, 'male': 1}","{'way overpriced': 1, 'overpriced': 4, 'ok': 26, 'good value': 7, 'great value': 1}",,,,,,,,spring,"{'white floral': 100.0, 'tobacco': 87.1696, 'sweet': 72.7943, 'green': 53.8803, 'fruity': 51.9514, 'fresh spicy': 51.9252, 'powdery': 50.7644, 'musky': 48.8529, 'herbal': 44.5935}"
En Passant,Frederic Malle,https://fimgs.net/mdimg/perfume/375x500.2793.jpg,for women,4.23,1880,"floral , fresh , aquatic , green , ozonic ",moderate,[],"['Lilac', 'Watery Notes', 'Cucumber', 'Wheat', 'Petitgrain']",[],"{'very weak': 53, 'weak': 76, 'moderate': 182, 'long lasting': 87, 'eternal': 32}",,"{'female': 39, 'more female': 25, 'unisex': 10, 'more male': 1, 'male': 0}","{'way overpriced': 16, 'overpriced': 27, 'ok': 21, 'good value': 1, 'great value': 0}",,,,,,,,spring,"{'floral': 100.0, 'fresh': 79.3291, 'aquatic': 78.9521, 'green': 65.0957, 'ozonic': 52.8308}"
Club de Nuit Intense Man,Armaf,https://fimgs.net/mdimg/perfume/375x500.34696.jpg,for men,4.26,5084,"citrus , fruity , leather , smoky , woody , sweet , fresh , aromatic , musky , tropical ",strong,"['Lemon', 'Pineapple', 'Black Currant', 'Bergamot', 'Apple']","['Birch', 'Jasmine', 'Rose']","['Musk', 'Ambergris', 'Patchouli', 'Vanilla']","{'very weak': 148, 'weak': 191, 'moderate': 802, 'long lasting': 1815, 'eternal': 558}",,"{'female': 3, 'more female': 2, 'unisex': 21, 'more male': 95, 'male': 607}","{'way overpriced': 15, 'overpriced': 20, 'ok': 72, 'good value': 214, 'great value': 398}",,,,,,,,spring and summer,"{'citrus': 100.0, 'fruity': 79.7397, 'leather': 72.0658, 'smoky': 63.6527, 'woody': 58.556, 'sweet': 55.2917, 'fresh': 54.5524, 'aromatic': 54.2654, 'musky': 45.3652, 'tropical': 44.1621}"
Explorer,Montblanc,https://fimgs.net/mdimg/perfume/375x500.52002.jpg,for men,4.19,2442,"woody , citrus , amber , aromatic , musky , fresh spicy , oud , soft spicy , warm spicy , earthy ",moderate,"['Bergamot', 'Pink Pepper', 'Clary Sage']","['Haitian Vetiver', 'Leather']","['Ambroxan', 'Akigalawood', 'Indonesian Patchouli Leaf', 'Cacao Pod']","{'very weak': 119, 'weak': 183, 'moderate': 587, 'long lasting': 604, 'eternal': 106}",,"{'female': 3, 'more female': 1, 'unisex': 14, 'more male': 98, 'male': 429}","{'way overpriced': 10, 'overpriced': 23, 'ok': 139, 'good value': 286, 'great value': 88}",,,,,,,,spring,"{'woody': 100.0, 'citrus': 97.4282, 'amber': 88.7308, 'aromatic': 86.346, 'musky': 73.2064, 'fresh spicy': 63.7141, 'oud': 63.499, 'soft spicy': 59.141, 'warm spicy': 58.9632, 'earthy': 56.1857}"
Toy Boy,Moschino,https://fimgs.net/mdimg/perfume/375x500.55858.jpg,for men,4.1,1551,"rose , floral , musky , woody , soft spicy , fresh spicy , aromatic , amber , citrus , sweet ",strong,"['Pink Pepper', 'Pear', 'Indonesian Nutmeg', 'elemi', 'Bergamot']","['Rose', 'Magnolia', 'Clove', 'Flax']","['Haitian Vetiver', 'Cashmeran', 'Sylkolide', 'Amber', 'Sandalwood']","{'very weak': 52, 'weak': 57, 'moderate': 196, 'long lasting': 542, 'eternal': 185}",,"{'female': 17, 'more female': 36, 'unisex': 314, 'more male': 162, 'male': 69}","{'way overpriced': 15, 'overpriced': 33, 'ok': 165, 'good value': 237, 'great value': 71}",,,,,,,,winter,"{'rose': 100.0, 'floral': 85.9767, 'musky': 74.7313, 'woody': 71.0993, 'soft spicy': 70.1073, 'fresh spicy': 64.5341, 'aromatic': 63.4299, 'amber': 63.2746, 'citrus': 59.5347, 'sweet': 56.4851}"
Idôle,Lancome,https://fimgs.net/mdimg/perfume/375x500.55795.jpg,for women,3.58,3137,"rose , musky , fruity , sweet , white floral , powdery , floral , citrus , aquatic , fresh ",moderate,"['Pear', 'Bergamot']","['Turkish Rose', 'Rose de Mai', 'Indian Jasmine']","['White Musk', 'Vanilla']","{'very weak': 123, 'weak': 181, 'moderate': 437, 'long lasting': 274, 'eternal': 157}",,"{'female': 324, 'more female': 21, 'unisex': 9, 'more male': 0, 'male': 2}","{'way overpriced': 33, 'overpriced': 129, 'ok': 114, 'good value': 21, 'great value': 8}",,,,,,,,spring,"{'rose': 100.0, 'musky': 87.1053, 'fruity': 80.4737, 'sweet': 73.3509, 'white floral': 70.9561, 'powdery': 67.0693, 'floral': 62.986, 'citrus': 58.7982, 'aquatic': 56.9193, 'fresh': 54.2851}"
Pure Musc For Her,Narciso Rodriguez,https://fimgs.net/mdimg/perfume/375x500.53441.jpg,for women,4.08,2500,"musky , floral , powdery , woody ",moderate,['Musk'],['Flowers'],['Cashmeran'],"{'very weak': 82, 'weak': 100, 'moderate': 354, 'long lasting': 290, 'eternal': 164}",,"{'female': 209, 'more female': 59, 'unisex': 51, 'more male': 1, 'male': 1}","{'way overpriced': 17, 'overpriced': 39, 'ok': 167, 'good value': 49, 'great value': 9}",,,,,,,,winter,"{'musky': 100.0, 'floral': 82.3365, 'powdery': 72.6869, 'woody': 54.5981}"
La Belle,Jean Paul Gaultier,https://fimgs.net/mdimg/perfume/375x500.55786.jpg,for women,4.14,1544,"vanilla , fruity , sweet , aquatic , aromatic , woody , fresh , powdery , earthy ",strong,['Pear'],['Vetiver'],['Vanilla'],"{'very weak': 42, 'weak': 58, 'moderate': 183, 'long lasting': 286, 'eternal': 147}",,"{'female': 243, 'more female': 26, 'unisex': 8, 'more male': 1, 'male': 1}","{'way overpriced': 18, 'overpriced': 49, 'ok': 124, 'good value': 40, 'great value': 13}",,,,,,,,winter,"{'vanilla': 100.0, 'fruity': 84.4937, 'sweet': 80.3291, 'aquatic': 59.0633, 'aromatic': 53.481, 'woody': 53.481, 'fresh': 51.7975, 'powdery': 51.0, 'earthy': 50.1266}"
Mémoire d’une Odeur,Gucci,https://fimgs.net/mdimg/perfume/375x500.56096.jpg,for women and men,3.6,2551,"herbal , woody , musky , floral , powdery , aromatic , white floral , almond , fresh spicy , sweet ",intimate,"['Chamomile', 'Bitter Almond']","['Musk', 'Indian Jasmine', 'Jasmine']","['Sandalwood', 'Cedar', 'Vanilla']","{'very weak': 127, 'weak': 177, 'moderate': 302, 'long lasting': 161, 'eternal': 71}",,"{'female': 42, 'more female': 56, 'unisex': 200, 'more male': 6, 'male': 0}","{'way overpriced': 25, 'overpriced': 42, 'ok': 121, 'good value': 55, 'great value': 9}",,,,,,,,spring and summer,"{'herbal': 100.0, 'woody': 81.4752, 'musky': 77.0608, 'floral': 76.5721, 'powdery': 76.312, 'aromatic': 61.3975, 'white floral': 61.2162, 'almond': 56.6442, 'fresh spicy': 47.5, 'sweet': 46.6329}"
Armani Code Absolu,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.53106.jpg,for men,4.32,1360,"vanilla , sweet , powdery , amber , citrus , fresh spicy , leather , musky , woody ",strong,"['Green Mandarin', 'Apple']","['Nutmeg', 'Orange Blossom', 'Carrot Seeds']","['Vanilla', 'Tonka Bean', 'Suede', 'Woody Notes']","{'very weak': 53, 'weak': 41, 'moderate': 136, 'long lasting': 540, 'eternal': 107}",,"{'female': 1, 'more female': 4, 'unisex': 35, 'more male': 106, 'male': 130}","{'way overpriced': 8, 'overpriced': 44, 'ok': 134, 'good value': 56, 'great value': 7}",,,,,,,,spring,"{'vanilla': 100.0, 'sweet': 59.7095, 'powdery': 58.9316, 'amber': 50.478, 'citrus': 49.2127, 'fresh spicy': 49.0956, 'leather': 47.91, 'musky': 46.3543, 'woody': 44.5267}"
Instant Crush,Mancera,https://fimgs.net/mdimg/perfume/375x500.54885.jpg,for women and men,4.13,814,"warm spicy , woody , amber , vanilla , powdery , citrus , musky , rose , leather , earthy ",strong,"['Saffron', 'Ginger', 'Sicilian Mandarin', 'Sicilian Bergamot']","['Amberwood', 'Moroccan Rose', 'Egyptian Jasmine', 'Indonesian Patchouli Leaf']","['Madagascar Vanilla', 'Sandalwood', 'White Musk', 'Oakmoss']","{'very weak': 42, 'weak': 44, 'moderate': 76, 'long lasting': 185, 'eternal': 265}",,"{'female': 33, 'more female': 43, 'unisex': 170, 'more male': 19, 'male': 7}","{'way overpriced': 7, 'overpriced': 29, 'ok': 101, 'good value': 79, 'great value': 18}",,,,,,,,spring and fall,"{'warm spicy': 100.0, 'woody': 88.8951, 'amber': 65.8642, 'vanilla': 63.4156, 'powdery': 60.0597, 'citrus': 53.8807, 'musky': 48.1482, 'rose': 46.1317, 'leather': 45.786, 'earthy': 44.9506}"
Mon Guerlain Eau de Parfum Intense,Guerlain,https://fimgs.net/mdimg/perfume/375x500.55997.jpg,for women,4.26,1097,"vanilla , woody , lavender , aromatic , balsamic , sweet , powdery , warm spicy , patchouli , soft spicy ",strong,"['Lavender', 'Mandarin Orange', 'Bergamot']","['Tahitian Vanilla', 'Madagascar Vanilla', 'iris', 'Jasmine Sambac', 'Rose']","['Coumarin', 'Patchouli', 'Licorice', 'Benzoin', 'Australian Sandalwood', 'White Musk']","{'very weak': 38, 'weak': 37, 'moderate': 115, 'long lasting': 199, 'eternal': 81}",,"{'female': 114, 'more female': 22, 'unisex': 14, 'more male': 0, 'male': 1}","{'way overpriced': 7, 'overpriced': 16, 'ok': 77, 'good value': 25, 'great value': 7}",,,,,,,,fall and winter,"{'vanilla': 100.0, 'woody': 76.8716, 'lavender': 69.5954, 'aromatic': 68.8314, 'balsamic': 67.6855, 'sweet': 66.3206, 'powdery': 66.2694, 'warm spicy': 63.9309, 'patchouli': 50.4964, 'soft spicy': 50.2076}"
Sì Fiori,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.53243.jpg,for women,4.12,1302,"vanilla , fruity , citrus , powdery , rose , musky , woody , floral , soft spicy , white floral ",moderate,"['Black Currant', 'Green Mandarin']","['Neroli', 'Rose', 'Patchouli', 'Oakmoss']","['Vanilla', 'White Musk']","{'very weak': 40, 'weak': 54, 'moderate': 169, 'long lasting': 156, 'eternal': 65}",,"{'female': 126, 'more female': 7, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 27, 'ok': 75, 'good value': 13, 'great value': 1}",,,,,,,,spring,"{'vanilla': 100.0, 'fruity': 88.8703, 'citrus': 84.8284, 'powdery': 69.3055, 'rose': 67.7824, 'musky': 66.6109, 'woody': 64.423, 'floral': 64.0481, 'soft spicy': 55.5544, 'white floral': 53.6506}"
Gabrielle Essence,Chanel,https://fimgs.net/mdimg/perfume/375x500.56076.jpg,for women,4.02,1109,"white floral , citrus , fruity , sweet , woody , tuberose , yellow floral , animalic , powdery , fresh ",moderate,"['Citruses', 'Peach', 'Red Fruits', 'Petitgrain', 'Black Currant']","['White Flowers', 'Tuberose', 'Ylang-Ylang', 'Jasmine', 'Orange Blossom', 'Coconut']","['Musk', 'Sandalwood', 'Vanilla']","{'very weak': 39, 'weak': 56, 'moderate': 155, 'long lasting': 137, 'eternal': 46}",,"{'female': 95, 'more female': 17, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 26, 'overpriced': 40, 'ok': 30, 'good value': 10, 'great value': 2}",,,,,,,,summer,"{'white floral': 100.0, 'citrus': 62.4675, 'fruity': 56.7208, 'sweet': 55.6534, 'woody': 51.0674, 'tuberose': 50.7792, 'yellow floral': 49.3182, 'animalic': 47.6583, 'powdery': 47.2809, 'fresh': 46.4205}"
Emporio Armani Stronger With You Intensely ,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.52802.jpg,for men,4.12,984,"vanilla , sweet , amber , cinnamon , warm spicy , aromatic , powdery , caramel , soft spicy , musky ",strong,"['Pink Pepper', 'Juniper', 'Violet']","['Toffee', 'Cinnamon', 'Lavender', 'Sage']","['Vanilla', 'Tonka Bean', 'Amber', 'Suede']","{'very weak': 30, 'weak': 35, 'moderate': 110, 'long lasting': 368, 'eternal': 157}",,"{'female': 1, 'more female': 2, 'unisex': 77, 'more male': 89, 'male': 70}","{'way overpriced': 1, 'overpriced': 32, 'ok': 126, 'good value': 31, 'great value': 16}",,,,,,,,fall and winter,"{'vanilla': 100.0, 'sweet': 97.2501, 'amber': 68.8395, 'cinnamon': 64.9852, 'warm spicy': 64.0957, 'aromatic': 62.9987, 'powdery': 59.641, 'caramel': 50.7539, 'soft spicy': 49.9979, 'musky': 44.7056}"
